"","term","contrast","null.value","estimate","std.error","statistic","adj.p.value"
"1","Insight","BEFORE_N_SPOTS_CROSSCHECK - BEFORE_DIFF_CAT",0,124.276079357621,28.3157732948419,4.3889346783356,0.00292580502249884
"2","Insight","BEFORE_N_SPOTS_NOINFO - BEFORE_DIFF_CAT",0,67.607193340922,28.3157732948419,2.38761599893291,0.359801888214396
"3","Insight","BEFORE_N_SPOTS_SHIFT - BEFORE_DIFF_CAT",0,163.636565825265,28.3157732948419,5.77898982737914,3.7022003396614e-05
"4","Insight","BEFORE_ONE_SPOT_NOINFO - BEFORE_DIFF_CAT",0,16.1448586501084,28.3157732948419,0.570171913795107,0.999880973583081
"5","Insight","SIMPLE_OR_DIFF_CAT - BEFORE_DIFF_CAT",0,25.2233808616749,28.3157732948419,0.890789052413756,0.995932155314676
"6","Insight","SIMPLE_OR_SAME_CAT - BEFORE_DIFF_CAT",0,-52.4204884914041,28.3157732948419,-1.851282249846,0.699804042647109
"7","Insight","TRANS_ABC_FALSE - BEFORE_DIFF_CAT",0,104.059613098979,28.3157732948419,3.67496984862268,0.0215047385358254
"8","Insight","TRANS_ABC_TRUE - BEFORE_DIFF_CAT",0,60.8145975548888,28.3157732948419,2.14772865009366,0.50696248074913
"9","Insight","TRANS_SETS - BEFORE_DIFF_CAT",0,138.450687923102,28.3157732948419,4.8895252296826,0.000603132954706154
"10","Insight","BEFORE_N_SPOTS_NOINFO - BEFORE_N_SPOTS_CROSSCHECK",0,-56.6688860166989,28.3157732948419,-2.00131867940269,0.603336872684965
"11","Insight","BEFORE_N_SPOTS_SHIFT - BEFORE_N_SPOTS_CROSSCHECK",0,39.3604864676443,28.3157732948419,1.39005514904353,0.92335563146629
"12","Insight","BEFORE_ONE_SPOT_NOINFO - BEFORE_N_SPOTS_CROSSCHECK",0,-108.131220707512,28.3157732948419,-3.8187627645405,0.0147228818743282
"13","Insight","SIMPLE_OR_DIFF_CAT - BEFORE_N_SPOTS_CROSSCHECK",0,-99.0526984959459,28.3157732948419,-3.49814562592185,0.034516722228721
"14","Insight","SIMPLE_OR_SAME_CAT - BEFORE_N_SPOTS_CROSSCHECK",0,-176.696567849025,28.3157732948419,-6.2402169281816,5.23248211625749e-06
"15","Insight","TRANS_ABC_FALSE - BEFORE_N_SPOTS_CROSSCHECK",0,-20.2164662586415,28.3157732948419,-0.713964829712922,0.99925646295581
"16","Insight","TRANS_ABC_TRUE - BEFORE_N_SPOTS_CROSSCHECK",0,-63.4614818027321,28.3157732948419,-2.24120602824195,0.446943601574002
"17","Insight","TRANS_SETS - BEFORE_N_SPOTS_CROSSCHECK",0,14.1746085654813,28.3157732948419,0.500590551346991,0.999960089167408
"18","Insight","BEFORE_N_SPOTS_SHIFT - BEFORE_N_SPOTS_NOINFO",0,96.0293724843433,28.3157732948419,3.39137382844622,0.0449608455698117
"19","Insight","BEFORE_ONE_SPOT_NOINFO - BEFORE_N_SPOTS_NOINFO",0,-51.4623346908136,28.3157732948419,-1.81744408513781,0.720757092829914
"20","Insight","SIMPLE_OR_DIFF_CAT - BEFORE_N_SPOTS_NOINFO",0,-42.383812479247,28.3157732948419,-1.49682694651916,0.885605352350002
"21","Insight","SIMPLE_OR_SAME_CAT - BEFORE_N_SPOTS_NOINFO",0,-120.027681832326,28.3157732948419,-4.23889824877891,0.00460035987488772
"22","Insight","TRANS_ABC_FALSE - BEFORE_N_SPOTS_NOINFO",0,36.4524197580574,28.3157732948419,1.28735384968977,0.950870114928102
"23","Insight","TRANS_ABC_TRUE - BEFORE_N_SPOTS_NOINFO",0,-6.79259578603316,28.3157732948419,-0.239887348839261,0.999999934856871
"24","Insight","TRANS_SETS - BEFORE_N_SPOTS_NOINFO",0,70.8434945821802,28.3157732948419,2.50190923074968,0.29819269532359
"25","Insight","BEFORE_ONE_SPOT_NOINFO - BEFORE_N_SPOTS_SHIFT",0,-147.491707175157,28.3157732948419,-5.20881791358403,0.000231641526893589
"26","Insight","SIMPLE_OR_DIFF_CAT - BEFORE_N_SPOTS_SHIFT",0,-138.41318496359,28.3157732948419,-4.88820077496538,0.0005965731017048
"27","Insight","SIMPLE_OR_SAME_CAT - BEFORE_N_SPOTS_SHIFT",0,-216.057054316669,28.3157732948419,-7.63027207722514,1.20392928626423e-07
"28","Insight","TRANS_ABC_FALSE - BEFORE_N_SPOTS_SHIFT",0,-59.5769527262858,28.3157732948419,-2.10401997875645,0.535340170843636
"29","Insight","TRANS_ABC_TRUE - BEFORE_N_SPOTS_SHIFT",0,-102.821968270376,28.3157732948419,-3.63126117728548,0.0241572668255559
"30","Insight","TRANS_SETS - BEFORE_N_SPOTS_SHIFT",0,-25.185877902163,28.3157732948419,-0.889464597696542,0.995974722850594
"31","Insight","SIMPLE_OR_DIFF_CAT - BEFORE_ONE_SPOT_NOINFO",0,9.07852221156655,28.3157732948419,0.320617138618648,0.999999155938735
"32","Insight","SIMPLE_OR_SAME_CAT - BEFORE_ONE_SPOT_NOINFO",0,-68.5653471415125,28.3157732948419,-2.4214541636411,0.340387690478071
"33","Insight","TRANS_ABC_FALSE - BEFORE_ONE_SPOT_NOINFO",0,87.914754448871,28.3157732948419,3.10479793482758,0.0885977692209874
"34","Insight","TRANS_ABC_TRUE - BEFORE_ONE_SPOT_NOINFO",0,44.6697389047804,28.3157732948419,1.57755673629855,0.850822597965651
"35","Insight","TRANS_SETS - BEFORE_ONE_SPOT_NOINFO",0,122.305829272994,28.3157732948419,4.31935331588749,0.00348921863777973
"36","Insight","SIMPLE_OR_SAME_CAT - SIMPLE_OR_DIFF_CAT",0,-77.643869353079,28.3157732948419,-2.74207130225975,0.19219380414652
"37","Insight","TRANS_ABC_FALSE - SIMPLE_OR_DIFF_CAT",0,78.8362322373044,28.3157732948419,2.78418079620893,0.176802202870951
"38","Insight","TRANS_ABC_TRUE - SIMPLE_OR_DIFF_CAT",0,35.5912166932139,28.3157732948419,1.2569395976799,0.957529240876391
"39","Insight","TRANS_SETS - SIMPLE_OR_DIFF_CAT",0,113.227307061427,28.3157732948419,3.99873617726884,0.00877109355249062
"40","Insight","TRANS_ABC_FALSE - SIMPLE_OR_SAME_CAT",0,156.480101590383,28.3157732948419,5.52625209846868,7.35287891392433e-05
"41","Insight","TRANS_ABC_TRUE - SIMPLE_OR_SAME_CAT",0,113.235086046293,28.3157732948419,3.99901089993965,0.00883366771937888
"42","Insight","TRANS_SETS - SIMPLE_OR_SAME_CAT",0,190.871176414506,28.3157732948419,6.74080747952859,2.00157301455395e-06
"43","Insight","TRANS_ABC_TRUE - TRANS_ABC_FALSE",0,-43.2450155440906,28.3157732948419,-1.52724119852903,0.873114780421219
"44","Insight","TRANS_SETS - TRANS_ABC_FALSE",0,34.3910748241228,28.3157732948419,1.21455538105991,0.965626849078427
"45","Insight","TRANS_SETS - TRANS_ABC_TRUE",0,77.6360903682134,28.3157732948419,2.74179657958894,0.1930307165051
