"","term","contrast","null.value","estimate","std.error","statistic","adj.p.value"
"1","Insight","BEFORE_N_SPOTS_CROSSCHECK - BEFORE_DIFF_CAT",0,-6.91083537244865,36.5614300983809,-0.189019831933617,0.999999992174079
"2","Insight","BEFORE_N_SPOTS_NOINFO - BEFORE_DIFF_CAT",0,-69.197460454377,36.5614300983809,-1.89263549779584,0.673669681098711
"3","Insight","BEFORE_N_SPOTS_SHIFT - BEFORE_DIFF_CAT",0,7.2463868089952,36.5614300983809,0.198197575682799,0.99999998799293
"4","Insight","BEFORE_ONE_SPOT_NOINFO - BEFORE_DIFF_CAT",0,-73.3597993686029,36.5614300983809,-2.00648057724229,0.599477648211292
"5","Insight","SIMPLE_OR_DIFF_CAT - BEFORE_DIFF_CAT",0,-67.5240894450667,36.5614300983809,-1.84686674627799,0.702439806792037
"6","Insight","SIMPLE_OR_SAME_CAT - BEFORE_DIFF_CAT",0,-85.0306923969672,36.5614300983809,-2.32569383003245,0.395968643029782
"7","Insight","TRANS_ABC_FALSE - BEFORE_DIFF_CAT",0,30.2634554759006,36.5614300983809,0.827742661992885,0.99765840218308
"8","Insight","TRANS_ABC_TRUE - BEFORE_DIFF_CAT",0,-14.4391272526351,36.5614300983809,-0.394927857410985,0.999994838034036
"9","Insight","TRANS_SETS - BEFORE_DIFF_CAT",0,3.8280481698312,36.5614300983809,0.104701817175382,0.99999999996025
"10","Insight","BEFORE_N_SPOTS_NOINFO - BEFORE_N_SPOTS_CROSSCHECK",0,-62.2866250819283,36.5614300983809,-1.70361566586222,0.786891669285206
"11","Insight","BEFORE_N_SPOTS_SHIFT - BEFORE_N_SPOTS_CROSSCHECK",0,14.1572221814439,36.5614300983809,0.387217407616416,0.999995577290014
"12","Insight","BEFORE_ONE_SPOT_NOINFO - BEFORE_N_SPOTS_CROSSCHECK",0,-66.4489639961542,36.5614300983809,-1.81746074530867,0.720630451929388
"13","Insight","SIMPLE_OR_DIFF_CAT - BEFORE_N_SPOTS_CROSSCHECK",0,-60.613254072618,36.5614300983809,-1.65784691434437,0.811541960637617
"14","Insight","SIMPLE_OR_SAME_CAT - BEFORE_N_SPOTS_CROSSCHECK",0,-78.1198570245185,36.5614300983809,-2.13667399809883,0.514374224908504
"15","Insight","TRANS_ABC_FALSE - BEFORE_N_SPOTS_CROSSCHECK",0,37.1742908483492,36.5614300983809,1.0167624939265,0.989466107764348
"16","Insight","TRANS_ABC_TRUE - BEFORE_N_SPOTS_CROSSCHECK",0,-7.52829188018643,36.5614300983809,-0.205908025477368,0.999999983075437
"17","Insight","TRANS_SETS - BEFORE_N_SPOTS_CROSSCHECK",0,10.7388835422798,36.5614300983809,0.293721649108999,0.999999608845455
"18","Insight","BEFORE_N_SPOTS_SHIFT - BEFORE_N_SPOTS_NOINFO",0,76.4438472633722,36.5614300983809,2.09083307347864,0.544465348491168
"19","Insight","BEFORE_ONE_SPOT_NOINFO - BEFORE_N_SPOTS_NOINFO",0,-4.1623389142259,36.5614300983809,-0.113845079446447,0.99999999991593
"20","Insight","SIMPLE_OR_DIFF_CAT - BEFORE_N_SPOTS_NOINFO",0,1.67337100931034,36.5614300983809,0.0457687515178584,0.999999999999977
"21","Insight","SIMPLE_OR_SAME_CAT - BEFORE_N_SPOTS_NOINFO",0,-15.8332319425902,36.5614300983809,-0.433058332236609,0.999988414052654
"22","Insight","TRANS_ABC_FALSE - BEFORE_N_SPOTS_NOINFO",0,99.4609159302776,36.5614300983809,2.72037815978873,0.200358122496044
"23","Insight","TRANS_ABC_TRUE - BEFORE_N_SPOTS_NOINFO",0,54.7583332017419,36.5614300983809,1.49770764038486,0.884999199614573
"24","Insight","TRANS_SETS - BEFORE_N_SPOTS_NOINFO",0,73.0255086242082,36.5614300983809,1.99733731497122,0.606086073266965
"25","Insight","BEFORE_ONE_SPOT_NOINFO - BEFORE_N_SPOTS_SHIFT",0,-80.6061861775981,36.5614300983809,-2.20467815292509,0.47076833496436
"26","Insight","SIMPLE_OR_DIFF_CAT - BEFORE_N_SPOTS_SHIFT",0,-74.7704762540619,36.5614300983809,-2.04506432196078,0.574238865610384
"27","Insight","SIMPLE_OR_SAME_CAT - BEFORE_N_SPOTS_SHIFT",0,-92.2770792059624,36.5614300983809,-2.52389140571525,0.287402096135746
"28","Insight","TRANS_ABC_FALSE - BEFORE_N_SPOTS_SHIFT",0,23.0170686669054,36.5614300983809,0.629545086310086,0.999731688100126
"29","Insight","TRANS_ABC_TRUE - BEFORE_N_SPOTS_SHIFT",0,-21.6855140616303,36.5614300983809,-0.593125433093784,0.999834796435158
"30","Insight","TRANS_SETS - BEFORE_N_SPOTS_SHIFT",0,-3.41833863916401,36.5614300983809,-0.0934957585074164,0.999999999985764
"31","Insight","SIMPLE_OR_DIFF_CAT - BEFORE_ONE_SPOT_NOINFO",0,5.83570992353624,36.5614300983809,0.159613830964306,0.999999998269074
"32","Insight","SIMPLE_OR_SAME_CAT - BEFORE_ONE_SPOT_NOINFO",0,-11.6708930283643,36.5614300983809,-0.319213252790162,0.999999186075738
"33","Insight","TRANS_ABC_FALSE - BEFORE_ONE_SPOT_NOINFO",0,103.623254844503,36.5614300983809,2.83422323923517,0.159692589865845
"34","Insight","TRANS_ABC_TRUE - BEFORE_ONE_SPOT_NOINFO",0,58.9206721159678,36.5614300983809,1.6115527198313,0.834540585457443
"35","Insight","TRANS_SETS - BEFORE_ONE_SPOT_NOINFO",0,77.1878475384341,36.5614300983809,2.11118239441767,0.531242632051012
"36","Insight","SIMPLE_OR_SAME_CAT - SIMPLE_OR_DIFF_CAT",0,-17.5066029519005,36.5614300983809,-0.478827083754467,0.999972711172621
"37","Insight","TRANS_ABC_FALSE - SIMPLE_OR_DIFF_CAT",0,97.7875449209672,36.5614300983809,2.67460940827087,0.218063222160406
"38","Insight","TRANS_ABC_TRUE - SIMPLE_OR_DIFF_CAT",0,53.0849621924316,36.5614300983809,1.451938888867,0.902496040029937
"39","Insight","TRANS_SETS - SIMPLE_OR_DIFF_CAT",0,71.3521376148979,36.5614300983809,1.95156856345337,0.636242776505556
"40","Insight","TRANS_ABC_FALSE - SIMPLE_OR_SAME_CAT",0,115.294147872868,36.5614300983809,3.15343649202534,0.079858120134714
"41","Insight","TRANS_ABC_TRUE - SIMPLE_OR_SAME_CAT",0,70.5915651443321,36.5614300983809,1.93076597262147,0.649282935278345
"42","Insight","TRANS_SETS - SIMPLE_OR_SAME_CAT",0,88.8587405667984,36.5614300983809,2.43039564720783,0.336384558127413
"43","Insight","TRANS_ABC_TRUE - TRANS_ABC_FALSE",0,-44.7025827285356,36.5614300983809,-1.22267051940387,0.964113789272874
"44","Insight","TRANS_SETS - TRANS_ABC_FALSE",0,-26.4354073060694,36.5614300983809,-0.723040844817502,0.999178421583863
"45","Insight","TRANS_SETS - TRANS_ABC_TRUE",0,18.2671754224663,36.5614300983809,0.499629674586368,0.999960975887805
