"","term","contrast","null.value","estimate","std.error","statistic","adj.p.value"
"1","Insight","BEFORE_DIFF_CAT - APPLY_BEFORE_UNDEFINED_SPOTS",0,64.9129448954156,8.33396290986875,7.78896493750269,0.00029124337221309
"2","Insight","BEFORE_N_SPOTS_CROSSCHECK - APPLY_BEFORE_UNDEFINED_SPOTS",0,184.683673955667,8.33396290986876,22.1603666770549,4.88498130835069e-15
"3","Insight","BEFORE_N_SPOTS_NOINFO - APPLY_BEFORE_UNDEFINED_SPOTS",0,97.0661144157068,8.33396290986876,11.647053804471,5.7362647583048e-06
"4","Insight","BEFORE_N_SPOTS_SHIFT - APPLY_BEFORE_UNDEFINED_SPOTS",0,156.394888292986,8.33396290986876,18.7659688415206,6.24295685147658e-08
"5","Insight","BEFORE_ONE_SPOT_NOINFO - APPLY_BEFORE_UNDEFINED_SPOTS",0,89.3134327284563,8.33396290986876,10.7168022817446,2.52586555704593e-06
"6","Insight","SIMPLE_OR_DIFF_CAT - APPLY_BEFORE_UNDEFINED_SPOTS",0,51.727826842951,8.33396290986876,6.20687029716642,0.0020127017878725
"7","Insight","SIMPLE_OR_SAME_CAT - APPLY_BEFORE_UNDEFINED_SPOTS",0,34.7406248148071,8.33396290986876,4.16856004646584,0.0368090107365303
"8","Insight","TRANS_ABC_FALSE - APPLY_BEFORE_UNDEFINED_SPOTS",0,136.666151217882,8.33396290986876,16.3986992377956,2.20789895255535e-08
"9","Insight","TRANS_ABC_TRUE - APPLY_BEFORE_UNDEFINED_SPOTS",0,122.171657057103,8.33396290986876,14.6594913342406,1.77205785600876e-08
"10","Insight","TRANS_SETS - APPLY_BEFORE_UNDEFINED_SPOTS",0,202.554229609987,8.33396290986876,24.3046713551041,2.65785171649213e-11
"11","Insight","BEFORE_N_SPOTS_CROSSCHECK - BEFORE_DIFF_CAT",0,119.770729060251,8.33396290986876,14.3714017395522,1.15330389682811e-09
"12","Insight","BEFORE_N_SPOTS_NOINFO - BEFORE_DIFF_CAT",0,32.1531695202912,8.33396290986876,3.85808886696827,0.0587554361494655
"13","Insight","BEFORE_N_SPOTS_SHIFT - BEFORE_DIFF_CAT",0,91.4819433975702,8.33396290986876,10.977003904018,9.25808832996644e-06
"14","Insight","BEFORE_ONE_SPOT_NOINFO - BEFORE_DIFF_CAT",0,24.4004878330407,8.33396290986876,2.9278373442419,0.226365128834902
"15","Insight","SIMPLE_OR_DIFF_CAT - BEFORE_DIFF_CAT",0,-13.1851180524646,8.33396290986876,-1.58209464033627,0.861336495073635
"16","Insight","SIMPLE_OR_SAME_CAT - BEFORE_DIFF_CAT",0,-30.1723200806085,8.33396290986876,-3.62040489103685,0.0839175652703563
