"","term","contrast","null.value","estimate","std.error","statistic","adj.p.value"
"1","Insight","BEFORE_DIFF_CAT - APPLY_BEFORE_UNDEFINED_SPOTS",0,65.5173099238927,3.50540060585939,18.6903915673371,0
"2","Insight","BEFORE_N_SPOTS_CROSSCHECK - APPLY_BEFORE_UNDEFINED_SPOTS",0,185.485823797192,3.5054006058594,52.9143012890299,0
"3","Insight","BEFORE_N_SPOTS_NOINFO - APPLY_BEFORE_UNDEFINED_SPOTS",0,100.69525712717,3.5054006058594,28.7257487657344,0
"4","Insight","BEFORE_N_SPOTS_SHIFT - APPLY_BEFORE_UNDEFINED_SPOTS",0,162.276551290106,3.5054006058594,46.2932969826202,0
"5","Insight","BEFORE_ONE_SPOT_NOINFO - APPLY_BEFORE_UNDEFINED_SPOTS",0,85.9977028372955,3.5054006058594,24.5329172059671,0
"6","Insight","SIMPLE_OR_DIFF_CAT - APPLY_BEFORE_UNDEFINED_SPOTS",0,37.0748339522557,3.50540060585939,10.5764898569036,0
"7","Insight","SIMPLE_OR_SAME_CAT - APPLY_BEFORE_UNDEFINED_SPOTS",0,19.4337281094522,3.5054006058594,5.54393927956996,5.01282111053936e-06
"8","Insight","TRANS_ABC_FALSE - APPLY_BEFORE_UNDEFINED_SPOTS",0,144.223607515294,3.50540060585939,41.1432597102366,0
"9","Insight","TRANS_ABC_TRUE - APPLY_BEFORE_UNDEFINED_SPOTS",0,120.884769486165,3.5054006058594,34.4852937162451,0
"10","Insight","TRANS_SETS - APPLY_BEFORE_UNDEFINED_SPOTS",0,203.403621804418,3.5054006058594,58.0257849743113,0
"11","Insight","BEFORE_N_SPOTS_CROSSCHECK - BEFORE_DIFF_CAT",0,119.968513873299,3.5054006058594,34.2239097216928,0
"12","Insight","BEFORE_N_SPOTS_NOINFO - BEFORE_DIFF_CAT",0,35.1779472032776,3.5054006058594,10.0353571983974,0
"13","Insight","BEFORE_N_SPOTS_SHIFT - BEFORE_DIFF_CAT",0,96.7592413662134,3.5054006058594,27.6029054152832,0
"14","Insight","BEFORE_ONE_SPOT_NOINFO - BEFORE_DIFF_CAT",0,20.4803929134028,3.5054006058594,5.84252563863004,9.67098896631491e-07
"15","Insight","SIMPLE_OR_DIFF_CAT - BEFORE_DIFF_CAT",0,-28.442475971637,3.50540060585939,-8.11390171043347,1.22746257602557e-12
"16","Insight","SIMPLE_OR_SAME_CAT - BEFORE_DIFF_CAT",0,-46.0835818144405,3.5054006058594,-13.1464522877671,0
"17","Insight","TRANS_ABC_FALSE - BEFORE_DIFF_CAT",0,78.7062975914009,3.50540060585939,22.4528681428995,0
"18","Insight","TRANS_ABC_TRUE - BEFORE_DIFF_CAT",0,55.3674595622719,3.5054006058594,15.794902148908,0
"19","Insight","TRANS_SETS - BEFORE_DIFF_CAT",0,137.886311880525,3.5054006058594,39.3353934069743,0
"20","Insight","BEFORE_N_SPOTS_NOINFO - BEFORE_N_SPOTS_CROSSCHECK",0,-84.7905666700215,3.5054006058594,-24.1885525232954,0
"21","Insight","BEFORE_N_SPOTS_SHIFT - BEFORE_N_SPOTS_CROSSCHECK",0,-23.2092725070858,3.5054006058594,-6.62100430640956,4.16235808042842e-08
"22","Insight","BEFORE_ONE_SPOT_NOINFO - BEFORE_N_SPOTS_CROSSCHECK",0,-99.4881209598963,3.5054006058594,-28.3813840830627,0
"23","Insight","SIMPLE_OR_DIFF_CAT - BEFORE_N_SPOTS_CROSSCHECK",0,-148.410989844936,3.5054006058594,-42.3378114321263,0
"24","Insight","SIMPLE_OR_SAME_CAT - BEFORE_N_SPOTS_CROSSCHECK",0,-166.05209568774,3.5054006058594,-47.3703620094599,0
